ibge_code,year,start_week,peak_week,end_week,duration,total_duration,peak_value
311400,2023,5,5,5,1,1,1
311400,2023,10,15,22,6,13,26
311400,2024,2,8,18,7,17,108
311410,2024,6,6,6,1,1,1
311410,2024,8,14,21,7,14,79
311420,2023,9,17,21,9,13,112
311420,2024,1,9,13,9,13,638
311430,2023,11,11,11,1,1,6
311430,2023,13,20,22,8,10,20
311430,2023,24,24,24,1,1,4
311430,2023,49,50,52,2,4,15
311430,2024,1,11,17,11,17,186
311440,2023,6,15,22,10,17,112
311440,2024,7,15,21,9,15,75
311450,2024,3,12,18,10,16,245
311455,2023,15,17,21,3,7,40
311455,2024,17,19,22,3,6,15
311460,2024,6,12,23,7,18,27
311470,2024,11,20,22,10,12,8
311480,2024,4,13,16,10,13,48
311490,2024,5,7,15,3,11,2
311500,2023,13,20,22,8,10,16
311500,2024,3,11,16,9,14,112
311510,2023,13,17,22,5,10,152
311510,2024,5,15,19,11,15,1280
311520,2024,2,10,17,9,16,56
311530,2023,48,50,52,3,5,81
311530,2024,1,8,12,8,12,271
311535,2023,17,17,17,1,1,1
311535,2023,20,20,21,1,2,1
311535,2023,50,51,52,2,3,3
311535,2024,1,8,12,8,12,86
311540,2024,4,15,19,12,16,60
311545,2023,9,21,22,13,14,7
311545,2024,7,15,17,9,11,29
311547,2024,13,15,21,3,9,59
311550,2024,4,13,21,10,18,23
311560,2023,11,12,19,2,9,3
311560,2024,1,9,12,9,12,11
311570,2024,5,12,14,8,10,24
311580,2023,1,5,11,5,11,17
311580,2024,11,20,24,10,14,25
311590,2024,9,19,21,11,13,74
311600,2024,7,17,19,11,13,73
311610,2023,4,4,4,1,1,5
311610,2023,6,12,15,7,10,61
311610,2024,2,12,18,11,17,196
311615,2024,4,12,20,9,17,133
311620,2023,40,40,40,1,1,1
311620,2023,42,47,50,6,9,137
311630,2024,4,11,18,8,15,15
311640,2024,9,19,22,11,14,11
311650,2024,4,11,14,8,11,90
311660,2023,12,19,21,8,10,41
311660,2024,3,12,19,10,17,786
311670,2023,15,20,20,6,6,2
311670,2024,4,19,23,16,20,5
311680,2024,4,12,18,9,15,26
311700,2024,5,10,17,6,13,29
311710,2023,10,21,24,12,15,2
311710,2024,5,13,18,9,14,8
311720,2024,8,13,13,6,6,7
311720,2024,16,21,21,6,6,28
311730,2023,11,19,22,9,12,25
311730,2024,18,20,24,3,7,19
311750,2024,2,12,15,11,14,84
311760,2023,9,13,21,5,13,10
311760,2024,5,13,17,9,13,17
311770,2024,9,19,22,11,14,240
311780,2024,5,12,17,8,13,153
311783,2024,4,6,13,3,10,22
311787,2023,11,11,17,1,7,14
311787,2023,19,21,24,3,6,9
311787,2024,2,9,12,8,11,118
311790,2024,4,20,23,17,20,93
311800,2023,9,17,23,9,15,205
311800,2024,8,12,23,5,16,407
311810,2024,2,8,12,7,11,17
311820,2023,16,20,22,5,7,42
311820,2024,7,20,21,14,15,42
311830,2023,16,17,18,2,3,5
311830,2023,20,20,20,1,1,2
311830,2024,1,11,17,11,17,2091
311840,2023,6,10,14,5,9,13
311840,2024,6,10,17,5,12,89
311860,2023,15,17,17,3,3,1193
311860,2024,2,11,17,10,16,7461
311870,2023,8,17,20,10,13,37
311870,2024,10,20,22,11,13,85
311890,2023,48,51,52,4,5,8
311890,2024,1,5,11,5,11,40
311900,2024,7,14,19,8,13,23
311910,2023,7,13,16,7,10,129
311910,2024,4,10,17,7,14,71
311920,2024,3,8,18,6,16,42
311930,2023,7,16,21,10,15,245
311930,2023,49,49,52,1,4,73
311930,2024,1,6,15,6,15,202
311940,2024,2,5,12,4,11,930
311950,2024,2,12,14,11,13,85
311960,2024,3,15,20,13,18,87
311970,2024,2,11,16,10,15,42
311980,2024,3,11,16,9,14,79
311990,2024,15,15,20,1,6,8
311995,2023,51,51,52,1,2,1
311995,2024,1,11,15,11,15,47
312000,2023,2,4,14,3,13,1
312010,2023,44,51,52,8,9,15
312010,2024,1,1,9,1,9,29
312015,2024,6,12,13,7,8,16
312020,2024,4,12,16,9,13,244
312030,2024,6,13,17,8,12,159
312040,2023,17,17,17,1,1,0
312040,2023,19,19,19,1,1,0
312040,2024,4,17,22,14,19,154
312050,2024,5,8,22,4,18,40
312060,2023,14,15,15,2,2,14
312060,2023,17,20,22,4,6,31
312060,2024,3,12,16,10,14,249
312070,2023,11,17,22,7,12,44
312070,2024,11,14,16,4,6,49
312080,2024,6,16,21,11,16,380
312083,2023,8,15,16,8,9,4
312083,2024,6,12,13,7,8,33
312087,2024,7,11,17,5,11,21
312090,2023,50,52,52,3,3,338
312090,2024,1,4,8,4,8,752
312100,2023,51,51,52,1,2,1
312100,2024,1,11,19,11,19,26
312110,2024,5,11,17,7,13,24
312120,2023,45,51,52,7,8,24
312120,2024,1,8,11,8,11,29
312125,2023,12,14,17,3,6,1
312130,2023,13,18,18,6,6,18
312130,2024,10,20,21,11,12,63
312140,2023,15,15,18,1,4,7
312140,2023,20,20,21,1,2,6
312140,2024,4,15,16,12,13,14
312160,2024,2,15,17,14,16,396
312170,2024,4,6,10,3,7,3
312180,2023,50,52,52,3,3,21
312180,2024,1,5,5,5,5,84
312190,2024,11,19,22,9,12,10
312200,2023,9,15,22,7,14,43
312200,2024,7,16,23,10,17,75
312210,2023,7,12,17,6,11,3
312210,2024,3,4,16,2,14,2
312220,2023,11,11,23,1,13,2
312220,2024,5,11,21,7,17,43
312230,2023,9,15,21,7,13,855
312230,2024,3,12,19,10,17,1317
312240,2024,4,12,13,9,10,162
312245,2024,7,10,12,4,6,17
312247,2023,5,12,17,8,13,24
312247,2024,4,11,16,8,13,120
312250,2023,3,7,15,5,13,43
312250,2024,2,7,7,6,6,128
312260,2024,3,12,17,10,15,49
312270,2023,8,15,20,8,13,20
312270,2024,5,9,19,5,15,47
312280,2024,11,19,22,9,12,10
312290,2024,1,12,14,12,14,96
312300,2023,17,17,17,1,1,2
312300,2023,19,20,21,2,3,2
312300,2024,1,12,16,12,16,70
312310,2023,52,52,52,1,1,0
312310,2024,1,8,15,8,15,8
312320,2023,11,21,22,11,12,12
312320,2023,51,52,52,2,2,9
312320,2024,1,10,13,10,13,378
312330,2024,13,19,20,7,8,10
312340,2024,2,2,12,1,11,32
312350,2023,1,6,11,6,11,71
312352,2023,11,15,22,5,12,10
312352,2024,3,18,20,16,18,73
312360,2023,12,13,14,2,3,14
312360,2023,16,17,18,2,3,12
312360,2024,6,17,22,12,17,292
312370,2023,2,7,12,6,11,91
312370,2024,4,11,13,8,10,246
312380,2023,6,11,14,6,9,163
312380,2024,2,3,8,2,7,16
312385,2023,8,11,13,4,6,96
312390,2024,2,12,18,11,17,644
312400,2024,5,11,12,7,8,42
312410,2024,4,9,18,6,15,480
312420,2023,12,21,24,10,13,36
312420,2024,2,8,14,7,13,329
312440,2024,7,21,23,15,17,27
312450,2024,10,19,22,10,13,59
312460,2024,6,6,15,1,10,0
312470,2023,42,49,52,8,11,89
312470,2024,1,2,2,2,2,49
312480,2023,6,15,21,10,16,21
312500,2023,52,52,52,1,1,0
312500,2024,2,15,17,14,16,75
312510,2024,3,17,20,15,18,389
312520,2023,14,19,21,6,8,3
312520,2024,5,16,19,12,15,17
312530,2023,17,22,22,6,6,3
312530,2024,3,10,11,8,9,11
312540,2024,5,15,17,11,13,45
312550,2023,50,51,52,2,3,3
312550,2024,1,3,12,3,12,62
312560,2023,14,15,16,2,3,7
312560,2023,18,18,19,1,2,14
312560,2023,47,51,52,5,6,23
312560,2024,1,10,16,10,16,111
312570,2023,48,52,52,5,5,114
312570,2024,1,6,12,6,12,553
312580,2024,2,11,14,10,13,67
312590,2023,15,17,25,3,11,7
312590,2023,44,50,52,7,9,31
312590,2024,1,6,12,6,12,48
312595,2023,8,13,18,6,11,10
312595,2024,7,13,18,7,12,7
312600,2024,2,11,16,10,15,18
312610,2024,3,12,18,10,16,386
312620,2023,14,21,27,8,14,88
312620,2024,4,8,14,5,11,452
312630,2023,7,14,19,8,13,15
312640,2023,52,52,52,1,1,1
312640,2024,1,9,10,9,10,131
312650,2024,5,11,17,7,13,58
312660,2023,51,52,52,2,2,25
312660,2024,1,9,10,9,10,138
312670,2023,5,6,12,2,8,63
312670,2024,8,12,17,5,10,78
312675,2023,9,9,9,1,1,0
312675,2023,11,15,17,5,7,2
312675,2023,45,49,52,5,8,2
312675,2024,1,14,15,14,15,9
312680,2024,5,12,12,8,8,16
312690,2023,5,9,11,5,7,15
312690,2024,7,12,12,6,6,31
312700,2023,17,22,23,6,7,5
312700,2023,38,51,52,14,15,24
312700,2024,1,2,4,2,4,22
312705,2024,4,10,21,7,18,10
312707,2024,4,8,17,5,14,50
312710,2023,10,17,22,8,13,197
312720,2024,3,6,12,4,10,184
312733,2024,7,10,17,4,11,110
312735,2023,47,49,52,3,6,82
312735,2024,5,9,10,5,6,29
312738,2024,1,5,6,5,6,38
312738,2024,8,21,22,14,15,112
312740,2024,8,9,13,2,6,2
312750,2024,6,16,19,11,14,21
312760,2023,52,52,52,1,1,19
312760,2024,1,6,11,6,11,317
312770,2023,5,15,16,11,12,128
312770,2024,6,11,14,6,9,1972
312780,2023,6,12,14,7,9,18
312780,2024,5,15,17,11,13,67
312800,2023,9,17,17,9,9,21
312800,2024,4,15,19,12,16,134
312810,2023,10,19,23,10,14,17
312810,2024,7,12,17,6,11,359
312820,2023,9,9,12,1,4,0
312820,2024,5,6,6,2,2,2
312820,2024,8,12,20,5,13,46
312825,2023,7,9,12,3,6,78
312825,2023,46,49,51,4,6,33
312830,2024,8,8,17,1,10,90
312850,2023,36,41,43,6,8,9
312870,2023,14,17,23,4,10,20
312870,2024,2,14,17,13,16,302
312880,2024,8,12,18,5,11,18
312890,2023,11,11,19,1,9,103
312900,2024,7,14,19,8,13,23
312910,2024,10,20,20,11,11,23
312920,2024,10,14,21,5,12,79
312930,2023,4,9,17,6,14,101
312930,2024,2,8,8,7,7,223
312940,2024,5,12,22,8,18,37
312950,2023,12,12,12,1,1,1
312950,2023,14,17,25,4,12,40
312950,2024,4,15,20,12,17,225
312960,2024,4,13,16,10,13,30
312965,2023,6,12,15,7,10,32
312965,2024,8,16,18,9,11,78
312970,2024,12,16,21,5,10,36
312980,2024,2,10,17,9,16,1313
312990,2024,12,19,22,8,11,23
313000,2024,4,4,4,1,1,0
313000,2024,6,12,14,7,9,70
313005,2023,2,7,7,6,6,11
313005,2024,7,12,22,6,16,29
313010,2023,47,52,52,6,6,183
313010,2024,1,5,12,5,12,484
313020,2023,12,20,22,9,11,41
313020,2024,2,11,19,10,18,109
313030,2024,4,10,21,7,18,136
313040,2023,9,15,21,7,13,5
313050,2023,10,17,21,8,12,69
313050,2024,7,15,21,9,15,242
313055,2024,3,15,19,13,17,103
313060,2023,46,51,52,6,7,8
313060,2024,1,6,6,6,6,35
313065,2024,8,15,15,8,8,87
313070,2023,9,13,20,5,12,104
313070,2024,13,13,21,1,9,38
313080,2023,12,16,21,5,10,37
313080,2024,8,18,21,11,14,4
313090,2023,9,12,21,4,13,37
313090,2024,2,9,12,8,11,306
313100,2023,12,14,18,3,7,1
313100,2024,2,6,8,5,7,7
313110,2023,7,12,13,6,7,90
313110,2024,3,6,11,4,9,166
313115,2023,6,12,21,7,16,141
313115,2024,6,8,13,3,8,702
313120,2024,5,10,15,6,11,71
313130,2023,4,22,25,19,22,2032
313130,2023,47,51,52,5,6,700
313130,2024,2,6,10,5,9,6934
313140,2023,3,7,8,5,6,16
313150,2024,6,14,16,9,11,21
313160,2023,12,15,18,4,7,27
313160,2024,5,15,19,11,15,16
313170,2023,15,15,15,1,1,24
313170,2023,18,18,18,1,1,30
313170,2023,20,20,20,1,1,65
313170,2023,51,52,52,2,2,2
313170,2024,1,7,16,7,16,2388
313180,2024,1,9,14,9,14,96
313190,2024,4,16,21,13,18,555
313210,2023,1,4,7,4,7,241
313220,2023,9,15,18,7,10,45
313220,2024,2,9,16,8,15,142
313230,2024,9,16,23,8,15,50
313240,2024,4,15,23,12,20,1163
313250,2024,2,10,18,9,17,516
313260,2023,17,19,24,3,8,4
313260,2023,47,48,52,2,6,2
313260,2024,1,4,5,4,5,5
313270,2024,4,12,15,9,12,130
313280,2024,3,9,14,7,12,3
313290,2023,12,13,14,2,3,6
313290,2023,16,19,21,4,6,15
313290,2024,3,20,25,18,23,41
313300,2024,5,5,5,1,1,19
313300,2024,7,18,22,12,16,249
313310,2024,7,19,23,13,17,290
313320,2023,49,50,52,2,4,4
313320,2024,1,8,8,8,8,94
313330,2024,6,17,21,12,16,99
313340,2024,20,20,27,1,8,162
313350,2023,12,17,24,6,13,32
313350,2023,47,51,52,5,6,49
313350,2024,1,6,13,6,13,267
313360,2024,7,17,24,11,18,640
313370,2024,1,11,14,11,14,319
313375,2023,4,13,17,10,14,126
313375,2024,10,15,21,6,12,48
313380,2023,11,17,24,7,14,51
313380,2024,2,12,20,11,19,859
313390,2024,2,15,15,14,14,122
313400,2023,1,7,9,7,9,65
313410,2024,8,8,15,1,8,28
313420,2023,4,15,19,12,16,209
313430,2023,12,19,21,8,10,28
313430,2024,4,14,23,11,20,150
313440,2023,9,19,20,11,12,28
313450,2024,5,12,16,8,12,7
313460,2023,10,13,16,4,7,25
313460,2024,3,9,15,7,13,97
313470,2024,8,12,15,5,8,37
313480,2024,14,19,19,6,6,8
313490,2024,5,15,23,11,19,52
313500,2023,12,21,21,10,10,4
313500,2023,47,52,52,6,6,36
313500,2024,1,2,3,2,3,30
313505,2023,1,3,3,3,3,285
313505,2024,8,12,20,5,13,88
313507,2024,7,11,15,5,9,21
313510,2023,4,7,9,4,6,598
313510,2024,8,15,20,8,13,381
313520,2024,3,9,14,7,12,214
313530,2024,2,6,17,5,16,167
313535,2023,4,10,14,7,11,8
313535,2024,2,9,11,8,10,13
313540,2023,13,15,19,3,7,20
313540,2024,8,10,19,3,12,31
313545,2024,8,17,20,10,13,36
313550,2023,8,16,20,9,13,26
313550,2024,5,12,17,8,13,15
313560,2024,4,12,12,9,9,37
313570,2023,13,15,22,3,10,9
313570,2024,3,8,15,6,13,20
313580,2023,1,7,8,7,8,141
313590,2024,3,17,18,15,16,37
313600,2023,1,4,7,4,7,86
313600,2024,8,14,15,7,8,25
313610,2023,8,8,25,1,18,6
313620,2023,10,19,22,10,13,375
313620,2024,3,9,18,7,16,1743
313630,2023,3,12,14,10,12,124
313640,2024,1,10,19,10,19,108
313650,2024,8,12,17,5,10,13
313652,2024,7,12,15,6,9,7
313655,2024,4,11,16,8,13,87
313660,2024,3,10,11,8,9,80
313665,2023,11,13,18,3,8,120
313665,2024,2,8,12,7,11,208
313670,2024,4,15,23,12,20,1081
313680,2024,2,13,17,12,16,16
313690,2024,2,12,22,11,21,122
313695,2023,2,8,9,7,8,9
313695,2024,6,10,12,5,7,23
313700,2024,6,14,19,9,14,132
313710,2023,10,22,25,13,16,17
313710,2024,10,15,20,6,11,22
313720,2023,51,51,52,1,2,23
313720,2024,1,10,19,10,19,386
313730,2024,6,12,13,7,8,4
313740,2024,3,15,16,13,14,282
313750,2023,3,6,8,4,6,7
313750,2023,10,12,19,3,10,47
313750,2024,10,15,16,6,7,44
313753,2023,4,9,15,6,12,16
313760,2023,52,52,52,1,1,48
313760,2024,1,6,16,6,16,1368
313770,2023,7,15,18,9,12,69
313770,2024,9,15,15,7,7,20
313780,2023,52,52,52,1,1,0
313780,2024,1,16,20,16,20,31
313790,2024,7,15,21,9,15,35
313810,2024,3,8,14,6,12,66
313820,2023,7,15,21,9,15,14
313820,2024,5,17,26,13,22,204
313830,2024,3,9,13,7,11,110
313835,2024,2,14,16,13,15,64
313840,2024,7,14,16,8,10,89
313850,2024,6,12,19,7,14,15
313860,2024,5,20,21,16,17,18
313862,2024,9,12,23,4,15,53
313865,2023,1,7,7,7,7,90
313865,2024,4,12,14,9,11,77
313867,2024,10,15,17,6,8,52
313868,2024,4,14,17,11,14,48
313870,2024,8,17,19,10,12,41
313880,2024,1,6,18,6,18,320
313890,2023,25,29,30,5,6,10
313890,2024,5,17,17,13,13,66
313900,2023,13,13,15,1,3,11
313900,2023,17,18,19,2,3,17
313900,2024,4,16,20,13,17,335
313910,2024,4,15,19,12,16,170
313920,2023,8,15,19,8,12,12
313920,2024,4,9,17,6,14,12
313925,2024,8,16,21,9,14,78
313930,2024,3,11,15,9,13,114
313940,2023,9,17,24,9,16,315
313940,2024,6,14,24,9,19,1431
313950,2023,9,20,22,12,14,44
313950,2024,5,16,19,12,15,36
313960,2023,8,9,16,2,9,10
313960,2024,4,11,13,8,10,169
313970,2024,1,8,11,8,11,36
313980,2024,2,8,13,7,12,243
313990,2024,12,15,23,4,12,13
314000,2023,10,15,21,6,12,15
314000,2024,3,14,19,12,17,146
314010,2024,5,11,11,7,7,143
314015,2023,11,16,16,6,6,14
314015,2023,49,51,52,3,4,14
314015,2024,1,4,11,4,11,93
314020,2023,13,21,24,9,12,40
314020,2024,8,15,16,8,9,46
314030,2023,46,51,51,6,6,45
314050,2023,12,17,22,6,11,64
314050,2024,4,16,17,13,14,488
314053,2023,9,16,18,8,10,40
314053,2024,8,16,17,9,10,89
314055,2024,9,16,16,8,8,91
314060,2023,9,15,21,7,13,61
314060,2024,6,10,17,5,12,47
314070,2023,49,51,52,3,4,65
314070,2024,1,6,11,6,11,536
314080,2023,50,51,52,2,3,5
314080,2024,1,12,19,12,19,53
314090,2023,7,12,19,6,13,111
314090,2024,5,14,14,10,10,136
314100,2024,9,16,20,8,12,75
314110,2024,1,8,15,8,15,772
314120,2024,3,16,17,14,15,16
314150,2024,1,12,14,12,14,102
314160,2023,14,20,26,7,13,21
314160,2024,9,19,23,11,15,64
314180,2023,43,51,52,9,10,110
314180,2024,1,8,16,8,16,211
314190,2024,6,12,21,7,16,51
314210,2023,5,14,20,10,16,7
314220,2023,13,15,21,3,9,9
314220,2024,1,5,6,5,6,48
314225,2024,9,16,19,8,11,30
314230,2024,2,12,15,11,14,100
314240,2024,6,8,16,3,11,7
314250,2024,1,6,10,6,10,171
314260,2024,8,17,19,10,12,68
314270,2024,5,12,17,8,13,61
314290,2024,4,16,21,13,18,85
314300,2023,46,51,52,6,7,40
314300,2024,1,5,9,5,9,82
314310,2023,2,15,18,14,17,612
314315,2024,6,12,14,7,9,32
314320,2023,18,20,20,3,3,9
314320,2024,2,12,22,11,21,353
314330,2023,2,7,10,6,9,3035
314330,2024,4,12,16,9,13,2234
314340,2024,4,16,21,13,18,125
314350,2023,1,7,15,7,15,3
314350,2024,8,16,17,9,10,30
314370,2024,3,9,14,7,12,34
314380,2024,11,18,18,8,8,36
314390,2023,1,11,17,11,17,402
314390,2024,6,9,12,4,7,118
314400,2023,1,11,14,11,14,43
314410,2024,3,19,23,17,21,45
314420,2024,7,10,12,4,6,62
314430,2023,2,10,15,9,14,87
314430,2024,8,14,19,7,12,99
314435,2023,17,19,25,3,9,10
314435,2023,47,52,52,6,6,19
314435,2024,1,7,17,7,17,174
314437,2023,6,12,22,7,17,81
314437,2024,4,9,15,6,12,67
314440,2024,11,17,25,7,15,87
314450,2023,48,48,48,1,1,0
314450,2023,51,52,52,2,2,3
314450,2024,1,10,12,10,12,70
314460,2023,10,13,22,4,13,34
314460,2024,9,17,23,9,15,88
314465,2024,10,23,24,14,15,8
314467,2023,11,15,18,5,8,7
314467,2024,4,12,16,9,13,35
314470,2023,17,17,17,1,1,10
314470,2023,19,19,22,1,4,5
314470,2024,2,8,17,7,16,415
314480,2023,11,15,22,5,12,86
314480,2024,2,13,19,12,18,1804
314490,2024,5,10,14,6,10,35
314500,2023,43,51,52,9,10,28
314500,2024,1,2,4,2,4,33
314505,2024,6,11,15,6,10,67
314510,2024,4,12,22,9,19,51
314520,2023,8,15,21,8,14,485
314520,2024,4,11,19,8,16,380
314530,2023,9,11,12,3,4,9
314530,2023,14,14,14,1,1,0
314530,2023,16,16,17,1,2,1
314530,2024,5,16,22,12,18,119
314535,2023,7,9,14,3,8,12
314535,2023,16,18,24,3,9,4
314535,2024,3,6,12,4,10,67
314537,2024,3,16,19,14,17,183
314540,2024,7,19,20,13,14,18
314545,2023,48,52,52,5,5,4
314545,2024,1,6,15,6,15,30
314550,2024,7,16,21,10,15,88
314560,2023,5,13,20,9,16,148
314570,2024,16,20,21,5,6,20
314580,2023,9,11,16,3,8,7
314580,2024,3,16,21,14,19,65
314585,2023,6,11,12,6,7,30
314585,2024,7,17,17,11,11,55
314587,2023,17,22,24,6,8,6
314587,2024,14,20,20,7,7,12
314590,2023,17,17,17,1,1,9
314590,2024,2,15,19,14,18,735
314600,2024,2,10,19,9,18,256
314610,2024,1,14,20,14,20,393
314620,2024,4,12,17,9,14,39
314625,2024,2,13,17,12,16,41
314630,2023,5,9,16,5,12,52
314630,2024,6,15,19,10,14,145
314640,2023,8,13,13,6,6,9
314640,2024,4,16,18,13,15,100
314650,2023,9,15,19,7,11,10
314650,2023,47,51,52,5,6,18
314650,2024,1,10,12,10,12,41
314655,2024,9,14,15,6,7,26
314660,2024,4,12,21,9,18,109
314670,2024,3,6,18,4,16,3
314675,2023,1,7,7,7,7,36
314675,2024,7,12,13,6,7,38
314690,2024,2,12,14,11,13,236
314700,2023,1,6,13,6,13,252
314700,2024,12,17,17,6,6,183
314710,2024,4,12,15,9,12,2454
314720,2024,14,19,23,6,10,120
314730,2024,7,17,24,11,18,93
314740,2023,5,15,20,11,16,245
314740,2024,6,10,12,5,7,337
314750,2024,2,10,10,9,9,9
314760,2024,5,19,23,15,19,65
314770,2023,10,19,23,10,14,21
314770,2024,4,12,16,9,13,189
314790,2023,2,13,17,12,16,223
314790,2024,8,11,18,4,11,1668
314795,2024,5,10,13,6,9,9
314800,2023,12,13,21,2,10,236
314800,2024,4,9,20,6,17,409
314810,2023,9,17,21,9,13,1093
314810,2024,2,9,15,8,14,1329
314830,2024,4,12,20,9,17,10
314840,2024,4,8,15,5,12,3
314850,2024,5,14,20,10,16,41
314860,2023,13,15,15,3,3,6
314860,2023,17,17,21,1,5,9
314860,2024,3,14,20,12,18,140
314870,2024,6,12,14,7,9,156
314875,2024,8,10,13,3,6,6
314880,2023,8,16,21,9,14,69
314880,2024,15,16,21,2,7,62
314890,2023,14,15,20,2,7,32
314890,2024,3,12,16,10,14,201
314900,2024,8,8,13,1,6,17
314910,2024,9,14,21,6,13,89
314915,2024,2,11,13,10,12,60
314920,2023,13,19,21,7,9,8
314920,2024,3,10,15,8,13,29
314930,2024,2,8,15,7,14,347
314940,2024,11,15,16,5,6,4
314960,2024,2,14,15,13,14,4
314970,2023,10,12,22,3,13,6
314970,2023,48,51,52,4,5,12
314970,2024,1,3,10,3,10,28
314980,2023,5,20,22,16,18,91
314980,2024,14,20,21,7,8,63
314990,2023,10,15,15,6,6,313
314990,2024,8,16,21,9,14,262
315000,2024,5,10,16,6,12,43
315010,2023,17,20,26,4,10,27
315010,2023,48,52,52,5,5,3
315010,2024,1,5,8,5,8,3
315015,2023,9,11,22,3,14,15
315015,2024,5,15,21,11,17,145
315020,2023,10,15,20,6,11,36
315020,2024,10,15,15,6,6,30
315030,2023,14,21,23,8,10,155
315030,2024,4,13,19,10,16,259
315040,2024,2,10,10,9,9,86
315050,2023,11,15,21,5,11,27
315050,2023,50,50,52,1,3,9
315050,2024,1,3,16,3,16,68
315053,2023,4,9,14,6,11,104
315053,2023,42,44,48,3,7,114
315060,2023,13,13,14,1,2,0
315060,2023,16,21,22,6,7,11
315060,2024,3,12,19,10,17,243
315080,2024,3,10,19,8,17,98
315090,2024,6,18,22,13,17,30
315100,2024,8,20,22,13,15,32
315110,2024,6,8,14,3,9,11
315120,2023,4,10,13,7,10,75
315120,2024,6,10,14,5,9,73
315140,2023,7,13,13,7,7,211
315140,2024,6,11,11,6,6,88
315150,2023,10,17,23,8,14,191
315150,2023,50,52,52,3,3,60
315150,2024,1,9,15,9,15,496
315160,2023,15,20,20,6,6,30
315170,2024,9,21,25,13,17,76
315180,2024,9,16,22,8,14,131
315190,2024,4,10,14,7,11,45
315200,2023,12,15,19,4,8,366
315200,2024,3,9,13,7,11,542
315210,2023,4,13,20,10,17,853
315210,2024,4,15,21,12,18,298
315213,2023,7,10,12,4,6,36
315217,2024,8,15,17,8,10,4
315220,2024,9,15,18,7,10,193
315230,2024,6,17,19,12,14,14
315240,2023,3,9,13,7,11,48
315250,2024,4,20,22,17,19,64
315260,2024,3,16,26,14,24,97
315270,2024,3,15,18,13,16,268
315280,2023,8,12,13,5,6,86
315280,2024,8,9,18,2,11,194
315290,2023,6,13,17,8,12,52
315290,2024,13,15,21,3,9,75
315300,2024,3,10,21,8,19,2
315310,2024,8,14,19,7,12,66
315320,2023,51,52,52,2,2,36
315320,2024,1,6,12,6,12,252
315330,2024,3,15,16,13,14,21
315340,2024,13,15,19,3,7,38
315350,2023,10,13,20,4,11,10
315350,2024,6,15,21,10,16,8
315360,2024,2,10,13,9,12,16
315370,2023,51,51,52,1,2,48
315370,2024,1,2,11,2,11,45
315380,2023,11,15,21,5,11,1
315380,2024,4,15,21,12,18,40
315390,2024,2,14,21,13,20,52
315400,2023,9,10,26,2,18,15
315400,2024,4,20,22,17,19,77
315410,2023,44,48,52,5,9,8
315410,2024,1,10,17,10,17,14
315415,2023,9,16,19,8,11,46
315415,2024,6,10,14,5,9,42
315420,2024,3,15,21,13,19,41
315430,2024,4,16,16,13,13,26
315440,2024,7,15,20,9,14,89
315445,2024,3,9,14,7,12,72
315450,2024,9,15,16,7,8,57
315460,2023,11,15,17,5,7,212
315460,2023,52,52,52,1,1,16
315460,2024,1,8,16,8,16,1487
315470,2023,6,15,18,10,13,2
315480,2023,12,17,22,6,11,3
315480,2024,2,10,15,9,14,60
315490,2023,9,13,21,5,13,49
315490,2024,6,11,17,6,12,113
315510,2024,9,10,18,2,10,42
315520,2024,4,12,18,9,15,28
315530,2024,1,9,15,9,15,56
315540,2024,4,11,14,8,11,5
315540,2024,16,21,24,6,9,5
315550,2024,2,15,21,14,20,137
315560,2024,8,16,17,9,10,137
315570,2023,13,19,23,7,11,32
315570,2024,3,9,17,7,15,262
315580,2023,10,19,21,10,12,59
315590,2024,5,16,22,12,18,11
315600,2023,48,48,52,1,5,9
315600,2024,1,10,11,10,11,90
315610,2024,3,3,3,1,1,0
315610,2024,5,16,19,12,15,8
315620,2024,6,12,16,7,11,39
315630,2024,5,16,18,12,14,34
315640,2024,11,17,19,7,9,12
315645,2023,9,15,17,7,9,3
315650,2023,5,11,16,7,12,196
315650,2024,5,14,17,10,13,177
315660,2024,7,14,21,8,15,64
315670,2023,11,15,20,5,10,222
315670,2024,2,12,17,11,16,1590
315680,2023,8,17,22,10,15,58
315680,2024,6,12,20,7,15,70
315690,2024,5,16,21,12,17,1344
315700,2023,3,10,10,8,8,76
315700,2024,3,12,17,10,15,173
315720,2023,13,20,24,8,12,54
315720,2023,45,51,52,7,8,702
315720,2024,1,6,8,6,8,870
315725,2023,10,16,16,7,7,12
315725,2024,2,11,12,10,11,9
315727,2024,4,19,21,16,18,54
315730,2023,17,20,22,4,6,13
315730,2024,2,14,17,13,16,53
315733,2023,51,51,52,1,2,2
315733,2024,1,4,13,4,13,105
315737,2024,5,10,10,6,6,7
315740,2023,8,16,21,9,14,21
315740,2024,9,14,14,6,6,18
315750,2023,10,11,17,2,8,3
315750,2024,8,16,19,9,12,10
315760,2023,9,18,18,10,10,21
315765,2024,5,11,21,7,17,40
315770,2024,4,16,17,13,14,76
315780,2023,9,17,20,9,12,1528
315780,2024,4,10,14,7,11,7804
315790,2023,17,17,23,1,7,11
315790,2024,5,16,18,12,14,74
315800,2023,17,17,17,1,1,2
315800,2023,50,51,52,2,3,7
315800,2024,1,9,11,9,11,270
315810,2024,8,17,23,10,16,7
315820,2024,8,12,16,5,9,48
315830,2023,16,17,21,2,6,3
